año_cd,ccaa_cd,zbs_residencia_cd,sexo_cd,grupo_edad_cd,nivel_copago_cd,poblacion_nm
2020,ES63,oSgXCTpgntUApLaLbdWd,1,4,xaCyFesgawAAvoWSJurq,8592
2018,ES12,EjTEwMzUbytuhUgOsdDZ,0,9,ppneyXnryrZFFcUnVhnY,9491
2015,ES23,NnxgpuQujFwiOszyYqgD,1,16,yZLeHtYgwIWaxZCrjvqL,1146
2014,ES24,nCwBEBShkIIMOMhLQOpK,0,11,nHbEUofjNBRDfXXmGKlO,7015
2013,ES64,YJfmZMJIphEaYMujjfkH,1,11,UVpkfSjriMIxKSgDJVWp,6598
2017,ES70,VwxZjBTOISidjzHEafxo,9,15,frPvDrrgKqjHZhYDjXae,6289
2022,ES24,qQjyRVbHReRPxLCQzWYE,0,4,AGzCwTHyrGJIDiLTkvHm,901
2015,ES70,okPuqxcGeabymEtFJnaS,2,10,ITbAvnDnvXHKXjlQscrm,5517
2013,ES51,gChSMBnJgxpbzcOyPMsh,0,13,hUWbPiRkbHrcfzMicwuk,4591
2022,ES23,KQjuZBiASIuwEPcnefLR,2,17,pQpfWmILyeCIiGypkdcx,7852
2018,ES22,VzhpkXACeVBEdBIwKweY,1,13,iTJptZBGzleoFNuSIsdD,6368
2021,ES12,LWZnRCpZcuNqGwymlPqO,9,17,EvXiKKSJlsstmQoGfbwr,1886
2022,ES12,erhhHmYuXTEBOqfblOMB,1,9,AgJBHAuQjwjoDPkWLVJK,6969
2020,ES61,BnVlhTKTRYvuBhEIGvvb,9,1,hsEnnBxVYGFXBJtgMmyP,7606
2022,ES53,YzPGObCYeQIGzNGfIRON,0,12,NobMMjPSNVoXtLDCDdxS,7896
2014,ES51,wTbBdjGtqWtURSyKFKNt,9,18,ORolBZqLFyNTvdivjvYE,11
2021,ES12,qXsFkNEaeWyyAfDViDsI,9,16,FAFVQhwqdCZjhECmTxBc,9399
2019,ES61,dxifEsTurQLkuduxQqkU,2,5,scLGstJkFFvidXLfRapw,2151
2018,ES62,IVKATaFuzqHLuyBAWWJL,2,5,VavPCltVzGWuGrJVmJXo,3834
2013,ES11,fEmJcdKQYQCVrIYUZLqe,2,18,GDStdZNxQmiWXuhilaXv,1675
2019,ES52,fISsmTdqIBiJCNGNEHcy,0,18,cJwVUikyqluooTruMgtj,8859
2018,ES22,OuOBQKTvLCetEpkENUTK,9,17,NSHhRKpDjuzvPanZdJtd,8660
2016,ES11,atKcXWNZBbmNBFTUuDaI,9,13,kdvdXDUYujpzrwemiVme,33
2021,ES41,sKpLpDauCMGjIRQreoFG,9,12,yoGesKuwzXEtGXBNNAEX,9439
2015,ES22,QsmGmPuxdrjjoxbsOGad,1,18,WlWDGvRYIbGTqCrGoVNS,980
2022,ES42,UAarRfpvcUqSqdtRrkEc,9,13,lykpTTmNTelADfvDnImh,688
2022,ES42,EXNeIsLrryNtNhibSPDr,1,6,cGZBxCRAkXQCJFLWfHXm,6387
2016,ES11,xARksWUfYpbHbyekyNDI,1,12,SbsDNhzljPvdrzGUSSrV,4982
2019,ES70,NGyvABuYGCKrMoGtHdUH,1,15,ykQcLPwISOOIoglwmgjP,1912
2015,ES23,RPaETQlKhIrDvNNCnmmp,2,5,OladmUBVsYiscULUtVbA,4676
2019,ES52,zcsacbCBqqwuTwyRdMvp,1,1,dRQOAsVPDICepxxdOjrI,8053
2020,ES42,JMUvAQuSLDgSrqajsSBE,9,15,fBfCDFSUxFckFhKDOeGe,4655
2015,ES62,xWqPnLfHQIUJKCPTTJCP,1,16,qMhwopZRoJoUCaMdiagX,3597
2019,ES21,NwfOEWxziMrsIPvUqBXo,9,12,ytjaUUuQbYRmwSKWgCkw,2524
2021,ES11,oSsQJxRZBSEZuAWtxdle,1,11,pQQcooPhmjBtUejLpSpj,2462
2020,ES24,JvrDRihoXXLxqJfsgZAe,2,15,wnEYvZqFBMVQwSWFwMyQ,8604
2022,ES13,nnGOIUHYMVuBvcMthjvY,1,5,xoSZCiIKIAODoitxMSMy,2855
2019,ES11,jXWbZYQnXDGDiPVvlelK,9,4,XPLTaVoCWocWndHZTeij,9750
2017,ES61,MbMbqjCNVnAVoaacqSyN,0,10,NUITjYAhbCHBXWzBFTQZ,2466
2022,ES51,xHJXmGsPzEDJHLpVUpEG,0,7,HJDLcvsamfqYLhKoNhqu,6393
2017,ES51,SaTugZPOyheOfPXYGtKH,2,8,cwBuBIcuXSUPVGJDLWyT,9152
2017,ES41,XLNXKhVQvnxPqekLpeIm,2,5,kaQzplUbmcqnKLqEDsXp,4299
2015,ES64,mUApfrbGFkRnkPpgkKNi,1,17,EdtbaFcUfvORkrmoHuwl,4539
2018,ES22,RZXXBMzcdIulRdFQyKZe,9,12,nfWjYygzzTDPVzdFcPlj,1810
2015,ES52,QSgjVhkVzbvFBoKOmMsx,1,5,TzPAKWgRAfCEephInhdY,6736
2017,ES23,GiMreOJZhNpClfISFTBh,9,5,vMQVKkxyLVqzHYwFPZml,9739
2022,ES12,wvpGzJKZEZKorMrosZKS,9,16,MLthqKoVvNgAMCDNTLif,8806
2017,ES61,dhMssstgEXKxYvQYCISD,2,9,GAWBCrkKKKonRNQcJsvz,645
2016,ES62,yuJWycCngzxTUulNQrvq,9,14,XkmTxpMEbAzfUxHeRulT,9696
2017,ES64,dOIgOVdqSUpvkZufoRCa,0,3,kCiknQhXQByXOFYmyRwW,1320
2015,ES11,MfwRmcnLJVvJTCWBYAiC,9,3,WVUuBpFwlvtDtGBXPPiH,1473
2015,ES41,CmPlBZcqZIWKzfVNvRvN,9,4,pouPnQlrseEbgjwsyrfX,3032
2022,ES53,cMzkhPHjotcdgmBZAqiV,1,8,DudWDduSQsdbmLlidmaJ,1477
2022,ES22,TFQiajZTJAEhZizRjyMx,2,8,IdqvgnSsNtyWoIAYyvso,1330
2020,ES13,xGxUBmwCYaQHccWBCjUA,1,2,iETjtGuleqJIGmqyxlLX,5445
2013,ES63,hdsTZDJEnEfNTCWwPZjY,2,2,MyfgWWZDkgRYLCHTITkN,6395
2017,ES61,ZjxOPBrtQmSeArBfKfgI,9,17,TyughiLRrupRZEiYbQbv,9644
2019,ES43,PBwGoNFEYkuJjJjMMfOh,2,15,fBVGvVJdrePYEdmrFBGk,3228
2018,ES12,HDvpoMttauPRGBXEfEbQ,9,8,ZnecPODAaZFnJOtPEJxV,9668
2013,ES62,bTfEtKPZwBfJBGYyiLdg,2,12,hotgTHlZvdMhwqzIXVOz,6667
2018,ES43,DLPiCNRuVDekJcPvMzUR,9,17,EzcBubsieLXFfjuTIXda,8592
2013,ES62,vcUXIYBfjbDFqwVxgVfT,2,11,LAaZaeeOlTyYkCgjgXJT,5028
2021,ES52,DgUCeAqXQtPqxlUOpTwa,2,13,RSRpUmrZbkSxZoImDjxS,6150
2013,ES52,EpWKdtbCByhgidpkiVMC,1,2,JvhkgCImbmwHNXiFaoxb,3611
2016,ES23,cMraEvJuONkIXPIejkZz,9,11,UJItXkGLpVYqedcYtNLt,2426
2022,ES13,SfcFDAhUyrtDVNbaBWwl,1,13,ixfwICuKeFRFDhKchmLy,4893
2017,ES13,mySOcJsSKXIXWoCRykec,9,14,qgebyVCKmqoIfZfdMpwT,7604
2016,ES53,YpuGrfgwHxEGZwNwLqUl,9,9,StDyfFsTJDxREcbwxilM,3957
2020,ES30,vMPhdGVnEoafesJkzojh,1,14,zipiuYBlPrZaAmbXBGhc,3147
2019,ES63,OzPUnWJnDTJZKmJPXwve,9,11,RBZmcCzoYPPVXiLLheej,4472
2017,ES30,UUiLtNvYAsqUleovQAGo,2,16,dZlwdNPHIwgZWRrApqdj,2175
2018,ES11,dKcCDqrIpnApHacqgqdl,1,2,LAizITUnfqySyIhAmzfq,9
2021,ES70,xqmEtlzERcNHXewenXuE,2,14,PldusiOmgNzTLUruNQxl,6398
2019,ES43,IylqXXGzYfwrKlrKSJIa,0,14,xeElymIaIrOFuTxpmybI,7199
2019,ES24,dViHCPVPuNKyjKDwpfgJ,9,6,gLUhooYNvBwvOaoWQXpS,5096
2017,ES21,cBsWdOGmEOLCEbqcKtOT,1,15,FWfEQyZDrYNoJffmKSKP,2895
2020,ES61,rtjtVOLHlpHcimYtzURc,2,13,upkLJGhfEolQnfZtjiCZ,3146
2021,ES21,uAxlTPnuyJjPIlhaNjFG,0,8,yWvtlKpPxujSMyJQPhES,6465
2013,ES70,FDuNdTBhFAjJGOTHQBGt,9,18,tdfSksbsoLvPuaaPGMSJ,6033
2022,ES53,aLvcMlFvsqVNtvAKVaaQ,1,10,wCipmTlqeChclwTeJmNX,1178
2022,ES70,IHpHofaHRjCDkzbdKzZe,1,3,XdprudgdSeUJkAhznTeH,57
2018,ES62,ThwOeRGNGAHKBVpRfEJM,1,14,DVWEPWjGyhaFGpKOfSFl,900
2017,ES63,pgoEiguobyFhJieUtXEn,0,2,WeALaVwAzDwnfmRpyigc,5420
2016,ES62,DRvyPSdqfqCQYnCMGpMG,2,3,LzjEhpGjkkuEvaYWAwYO,6423
2018,ES62,xSpNhdGoCeZfeFVMNCGF,2,15,AaWalBsDrGIBmfZodiis,7459
2014,ES11,cCEbSOaOcgBcXrFnOvfl,9,7,crsaBryYgMIcEabdPnTp,7819
2019,ES11,fJlgfstyDKtjRoZzYOLy,0,1,WxAZJDJmHZURcuEwBBDF,7174
2022,ES41,vxayqUTzhHjLVYvOiFvx,2,8,zeWcqlvYYsUxrfwpcwaQ,821
2018,ES42,voMTKAREBaYZqcjhTEin,1,14,sPDINsFJFSozxYenlZJm,7166
2018,ES53,BjAfTgrHdPnAHUgDxhZc,0,13,IopnKkhOlYZraUcrYfCz,5354
2019,ES23,XYGBZdFfBFQwSpfgEWrN,0,2,hXSzYLPhwiXiPoLPohBT,6394
2017,ES21,KnVMjIsSZGwekTkBMhNa,2,18,QbIeMRjIyBNAfWRyWfMO,4071
2019,ES41,MeXCTmKIttHGqpaTTGui,9,18,hZuyibhRmzLFyXgFfmpG,883
2019,ES43,DwqBluvhgWiGNwJQwNmn,0,13,AVavmqkYukAEFzrKMlkm,8896
2017,ES23,stWgqCgqtCxjxVBZtVhC,9,1,WfAWrfCQwJafBxTEGMKh,2621
2017,ES62,JHLJDHqkxkOHzlFqiLCm,2,18,QxFLPCkluQbGgwseJqjy,600
2022,ES64,lHNyWOyoqYFjEPIHiJaQ,2,14,ltmEHYuQZkeLoDfnSVAn,14
2015,ES24,QrwaFBmarqXQpEEQnORB,9,18,XdMWzGuDGiLNiOgjuGWm,9988
2020,ES23,EYUANjlZJlOkWBTdLvoO,2,5,tIeytgRIndTOYbABSHvK,2346
2022,ES24,tdKMUGLqtGNkHqLvBoAC,2,7,TKnXHWpXYpLuKGawnEqa,7490
2018,ES12,ETgDfVWezWOufDiZsbmQ,1,17,xujRiYwpXrURUhJYCXFp,5455
2016,ES43,BKZrbYrzgyIXyAOLikCs,0,10,DRiKMsVKnBrqyJFVaCDv,6332
2021,ES61,MYAsvjqmDZZVcbvWhpoe,2,11,gUIUUPPYnLGPaPAdNguj,7529
2015,ES21,TXCxIsjAeVziXzTcxtEz,0,4,yBaavKBNVddTJxHtzpVK,2440
2013,ES63,IskbxkDVVkVhQmbzrUNw,0,17,FINNPzrXnWtIJkuCIKZO,781
2019,ES43,sHJbxLdOgAojieGFsPAw,9,3,jZjqOIXrskLpygLCNQqD,6455
2022,ES43,zXrpPusbEVBIBELzmFtj,9,9,bTyZqhdwbjIUIShIrcyw,2372
2020,ES11,aEBZHJTNyvMUQfQdGLkc,1,1,SQbsGwhAZpnJZeHiLqmw,3150
2022,ES61,NruQLrHgWpSPOAjCFjfN,0,6,bOIBVhVYpXtiHAqyfPlN,8523
2015,ES70,mzfOaNeLCjGdXsblGYGP,1,7,xtsuQwsYTwMsKvPCXXbW,9367
2016,ES51,bSgwscaRqffeQMUFQwVr,9,14,qOuPTqZUFbmzVWukWowt,6530
2019,ES30,YePMXObIcYYJEXnHMLwj,0,10,tfQvjmRHnuPnAyZwiuuO,2789
2017,ES13,XDCOxlHfpUvFVOCxBRcI,2,7,grBPLLXYxsUFaBFnnGCj,4066
2018,ES62,TLvUjztSQyBFSZiXAiqH,0,6,FiVxeuYVJfmoFixpqTZg,2213
2019,ES63,DkuKpcbaNJpByGZDQPpV,9,10,UaCHgysPLpKxlsqYdnCQ,7166
2022,ES52,TFdCQTRrkwWKaijHfWwJ,2,12,PBzcSPmORntSXffDZgvD,5674
2017,ES11,lAFqHKGEsGevBIIAHjmo,0,1,MKcniziiVCFYpJNMpHCS,2204
2016,ES21,OVUCPBqMMSQUXEAbgckY,9,8,ZwyOCvfBwfkcMImEFGVf,8891
2018,ES30,cgjvDxZumBjpcELeryVN,1,16,ZfScugcDxWfyHTcpVBvi,9342
2021,ES21,lJJyiIfNXJChDJXyVaVw,1,14,KyZDswszxyuJQlPKDwwg,863
2020,ES63,PzlunLZWwsJCEfvDtpDQ,0,9,JxgcKbBzBfmeewNIgolj,8334
2018,ES63,uQDBuhQxixhJAgYvJRKS,2,10,iFmGwDqdALweoscJZrcr,3179
2014,ES12,jjgOHbIWNBSKduKdEvFo,0,8,OqGaKuKZBCRQhNFqpVCC,5600
2015,ES52,OxzuJkxPBCTsVDsCPuEu,0,18,hbfgNehQJvIcSjPNNWiL,8719
2021,ES64,fZkaBLvoTIWcxzJTiDaf,0,3,xITYEoIYoBTDlkvasQvN,8976
2017,ES63,yAYLJXKiTAnUtKpPpzTj,0,4,gKLjayLjnXfLBImwmSgM,7268
2015,ES11,aXMvDkpOratzhBlzUXRN,2,8,XOXfNOVyrLskxGJncEyl,2881
2019,ES62,UulbumnBSKdAZYhsQZec,2,8,lITsLMBmFQZDQUURgUKG,3546
2020,ES43,wrgWUUuKixtYkZnieaHN,0,6,JXmltJRcjicdsSXzfuoM,7277
2017,ES22,MSyXuyotNIpRmNiKTbtM,1,18,xfQLfFxmKTIViVShfUsG,5143
2017,ES63,nLDzqacBRPwvAXUYDHjR,2,14,SbptiMTfSflUdntviepQ,4044
2020,ES64,kfZQsqJwzhQBqJPafbjs,9,16,wgbKmqbTuNRlhxvwtREO,208
2014,ES23,qFkEResmlbkMTKXrYUeU,9,8,EunDKTYBppSzrWzMfQfo,7233
2015,ES23,PKWPwWHSinrIzpsdkhwK,1,15,gubHcGapYFmAkwflWbBe,9855
2021,ES12,WJojZpBMvAVKLBCvzzuf,2,7,DsIWSHdnTrYzvATqaEMG,1709
2020,ES62,iPOyKNPTIMCNDkUndPMa,0,11,DUXvgZxIBmmKxhfqWhXn,4498
2020,ES43,nZKmNAbzJueayziQsHtA,9,9,CIcVwexbVEhCUZzSdyRr,6216
2013,ES41,FsEHrgbGtQyOynFGFHYG,9,2,aStfdYHGleCGFtwbdrqQ,3285
2013,ES42,iihZoCGcHYOtlLHAKaoT,9,5,NciFOPbdFKfRzNtjMMWq,8065
2017,ES42,hpjCGrbMBDXEeISVjCry,1,8,PpSRnjfJnEYaciXGVLMa,5510
2016,ES63,FpNANOvkBNXgaaNWoEWj,9,11,nxUQFyLfkWGOcdxlFfOI,6283
2019,ES22,sJXgSylDGAeWlqtnjjUh,2,14,yLDuwOlVdzkuodGSMjsF,3431
2015,ES43,cLAJWRQzgkPrPnMflpuE,1,3,KUSdAxgMzbgjxtPRgALb,9298
2019,ES52,xzigKamEfdStvlhTOHgp,0,8,DyPTOCaclrSSXBitSKHG,4314
2022,ES63,DzCuCLwOZbuMNmmUsRrK,2,5,zrEivWjkISPmFopQgLUn,410
2022,ES53,BNYoFVJNrFxGiKfOmxMs,9,3,oumPaBmVkoOwAnOqKMVr,7606
2014,ES43,lBjmXVJUwvqpYRnUYBXW,1,4,YTLvfrzeYENoYyexEIBW,7917
2016,ES70,DFguBQtPZwwppAtmIdRQ,2,14,fNPyHAbKYYTMudRtFCwX,5000
2015,ES42,jXnjFHbocNtBuFEYsfws,9,5,cVMehRaCvJhGxlVcEWIz,4421
2017,ES43,cuSSqTqHDxWKlwouPEKz,0,16,eyfmOtirUZjTGfCSUxQt,3820
2018,ES64,uQaeZZlfuUrFyrvvEjmx,2,18,DNklVGrHebNAshapJEPI,2721
2017,ES53,ayABfpqpNCJAOAgajZOd,1,18,zvpPgZaLqEubuUcxRVdQ,2287
2015,ES53,krWUWbOMdUJEYtHUyZbf,2,13,gWNiTdljrXPmjRYcPbUt,7456
2022,ES13,klGrJJOtXmnnSgzLjzhM,0,6,cVOBLkQNitHBTbAuNVIC,946
2021,ES24,mOOKspPHxFiESYFspSAf,0,2,xVkDtXNhRJlaFZUSiLNn,6293
2019,ES22,gsByOeXFNdcdtFCDvycK,1,12,fQyIqFctdZXQqDkdfpsd,5834
2020,ES30,stssJpZUVFyYRKopIKgh,2,18,HfowkKnwtnbKvbijmjkv,2241
2013,ES52,GLKPsjluveVHWKYTNSMJ,2,6,pybcrTVvRONNlwkEOqys,1343
2016,ES70,RuUIhGcrzpXjWcloXJGv,1,6,QxyxPMGxFHHRpCFIiidX,6586
2022,ES70,BaLDYqepVroEmfGSnOnv,2,14,XdIBOoaqfoKPFeebUteB,9309
2022,ES61,JyFKURrixgjvqwjwyikK,9,7,yykDABwdJBmXXrlUqZsB,8618
2020,ES62,kOGJsAyPkKwNoUEeqrHC,0,9,QgFqCgihMKHomgitpPOj,7210
2019,ES64,lvVMQtDyDoiIxwzhpcCy,9,2,RDaTsEOSzwqmTCsDxiQK,173
2014,ES62,kIZaLOltfpzzRCDYqBnI,9,1,AUPnlgnmrBjoHNWkLVLN,9509
2015,ES30,JxwuZnispbcfdadhUEPO,0,12,rlDIfAXTemukxFhiLOUi,1355
2022,ES52,lwQWmeFZGyosPAmTtBVw,1,7,YxsovATxNEOuJKbBpTFj,6861
2013,ES13,jUnfSCQbRIDzULbIsxWD,9,4,IeQwghnojWrHfwGjEHtE,8186
2014,ES43,cGGyhjqCENqWEaFIPXxn,2,4,KrpDZjJuZfhZQWhjCKIF,8240
2014,ES23,IzMJkAlbiELTAnKfltPt,2,7,CxVSENnxDOFEuepsHvrm,2112
2015,ES23,ZBhCHoLYIhkbByoLuAKs,2,12,QkUwdUzzDdAosXvtPpyp,6248
2015,ES11,ZYwAcIgxqpshWLWehZvg,0,14,FoDcRmkGidSUACPmmlHp,5522
2014,ES43,sVeaklyoPwunWwnvsDYG,2,14,uitfDADcyuibzxIVnVRi,3158
2020,ES62,iVquLCuWwnYufsHkSJai,9,6,bBNUbEnkXCRkWAZuEFyh,2118
2018,ES23,QtoDqnulUZOJMVCXHHpK,0,4,LAaZVWvMXQBOoimvMkDm,7610
2014,ES13,tDpYkbKXGdGQniNwmOpX,1,17,AtZrFrMGiQdRflCRwleY,492
2021,ES12,EQAdppYoxIdxohTucWWW,2,3,xPRPCKqkkKgJAltyzjHd,1252
2013,ES51,OolKDHmaWxxvgttsQkoj,0,2,DeYKzuYxgEDTJAZytquZ,2808
2014,ES63,fHKVtSMhhTiqlCsZiXzm,9,8,hlRGlpwROUcryMZckHtW,9196
2016,ES30,UOqbVwQggsmlwvqREtJu,2,6,gPKYHuFsvGjXupqwOgRI,7747
2015,ES22,yqzknlzBfpIpGqqPiSSk,9,5,CtXpbAkDjXnfjFbkBOYC,7878
2018,ES63,rbTiGlnoXhivgTnFbyHA,9,15,NDaIYQXvnIiDLdTLGmGQ,5586
2019,ES23,VlDcjsYvPUloEAGuAcco,0,15,rsJrEoAaLyVhetMLIhYx,1980
2017,ES23,EeCCnfunuoyQTveMkxVI,9,10,jpjLlXIrVHjZrDYYcRGZ,1002
2022,ES41,phgmKWmaRkLbsGsPShkw,1,12,JOwuttGGUuUtZVckgjRw,7394
2019,ES61,cOoAqbNfhPSBHbCVyQwd,1,15,wEaCOlvvrtlJlWJJqAwT,204
2017,ES53,ZdDuVGcKtkYDVlchjlys,0,11,tTtqhtVdwAtiUinRoXcf,8954
2018,ES12,qUbDHQtMKMTBGmrgBPbS,0,9,LKlIMpCYOfWsFmYCizOP,5967
2020,ES12,ObDgFobLJVSYaYocGwYY,2,4,cNXRXHRTGNAUctpTMiGu,1743
2016,ES70,IrJBSlRHUpXwgNNmheAD,1,8,ipWqNeLAsTDXkKQPirhd,9865
2014,ES62,JzrLrvroMeHaWjCDxyBQ,2,6,iWiGcvsNzWqHyHyPpMfQ,4039
2018,ES13,NeikkdhnqJGtuQSTcxZP,9,18,MAlAItyRZzbqueTvlvxP,3631
2013,ES70,UdmjgugBjUUFZSDhIKFz,9,11,vfgxFoVaPOEBkBtULVGU,6315
2016,ES21,zfeDdjoIiwepNRfEaajb,2,17,BcOfCIiFweEEdOGBJUYZ,1744
2017,ES70,LkldUsHkCbSQdKOeJxRP,1,16,nUBIbDQlSkHuKMuvQHFl,8539
2019,ES23,prmMhNdgqjNCxsVTWSCE,1,2,xmkBiZakOCbczsUhMsgo,2438
2021,ES42,lMajCbVwglBTcccwnoeX,2,7,wVdVQruKBScDviMBlUTN,6734
2018,ES70,CbbAXZZqyTpoThcaNjjg,0,12,rIfNHwtqcmSJLLSmnvAM,7491
2021,ES12,imrKmMfQyjLUKkLrduQj,1,13,blBUGubsGXOdqWLBmaqC,7583
2020,ES70,CSOgIIgCPCWwdSxepaYG,9,15,yaYDVooiPVWHMKZnAqwV,9018
2017,ES23,yZDpOOXeFWQgVYLLDOVt,1,18,pYJWGJockGROvFsfcYqr,3381
2017,ES70,jzLffshsPSFXgIbYDLnB,0,7,QnGUBioDZlVVwvRCgufV,447
2015,ES61,OElEMUOFgBopUMeoOhcu,0,17,VvmHBnCimkfiuQEpDPZA,4644
2015,ES21,AYVfUZjwxzDvnULFqLbd,1,15,vXJBCergeKFJwFHfGpVb,729
2018,ES23,ZpfANpEidWSJMOMZndHF,2,5,cnvBKXELKzgdBJDwaxUh,2542
2022,ES13,crShARzNIQsafHrjTTvg,2,18,RUWTukPtmlGjaKjzVkYD,3938
2013,ES23,puiDEXJkwLhUYsntYFVP,2,11,TJFCaiKQmorjlqHNTVMO,8354
2013,ES63,CaEoHuHWEZXYyBPdTHtz,0,13,nAKaVxIgWRmPufxYzBVh,3703
2018,ES22,aVpdktQKPSbwWGFGYwgS,2,18,dIBbiMzHzsJqRpyumIXm,9836
2021,ES22,KgTwATdtODLKBPvFdAdV,9,7,MkIBAUjPDgaMAgGxvThO,1713
2018,ES41,iQEJFhtGlmzsMenflphG,2,11,DNYWwZCAplStGjSxkxop,8189
2022,ES13,AGecxTtxlPmbAezvlfpn,0,10,MrAtwafurXyQUjHAWgMy,4604
2018,ES41,QDsoMUJhzLooSdczLlfJ,2,13,RguNanMhtwMxsGNCnTcv,5697
2020,ES30,EvgoOEShMfgVylLNjgyf,0,15,NyojxqcAIQwiPThSAbUS,2578
2014,ES41,OjeXFMQMsBQrTuoICrzV,0,16,SYzTGPVlUNNkFqLrsdtJ,9695
2019,ES30,WyjnfslnnqMCSDNniWAi,2,3,TZzXYrPHlTfSFWsSySQv,3913
2014,ES23,dLZQVUWznFzbnOFpJMWv,1,12,QutJFdsoHrwtIVbhaNeF,7601
2017,ES13,IKEIIgaZFeuxezFzhkcU,1,3,MejrlujvWhiQJunrcxrQ,2474
